ESK;Skierniewice (district);Łódź;http://en.wikipedia.org/wiki/Skierniewice
ETM;Tomaszów Mazowiecki;Łódź;http://en.wikipedia.org/wiki/Tomasz%C3%B3w_Mazowiecki
EWE;Wieruszów;Łódź;http://en.wikipedia.org/wiki/Wierusz%C3%B3w
EWI;Wieluń;Łódź;http://en.wikipedia.org/wiki/Wielu%C5%84
EZD;Zduńska Wola;Łódź;http://en.wikipedia.org/wiki/Zdu%C5%84ska_Wola
EZG;Zgierz;Łódź;http://en.wikipedia.org/wiki/Zgierz
LB;Biała Podlaska (town);Lublin;http://en.wikipedia.org/wiki/Bia%C5%82a_Podlaska
LBI;Biała Podlaska (district);Lublin;http://en.wikipedia.org/wiki/Bia%C5%82a_Podlaska
LBL;Biłgoraj;Lublin;http://en.wikipedia.org/wiki/Bi%C5%82goraj
LC;Chełm (town);Lublin;http://en.wikipedia.org/wiki/Che%C5%82m
LCH;Chełm (district);Lublin;http://en.wikipedia.org/wiki/Che%C5%82m
LHR;Hrubieszów;Lublin;http://en.wikipedia.org/wiki/Hrubiesz%C3%B3w
LJA;Janów Lubelski;Lublin;http://en.wikipedia.org/wiki/Jan%C3%B3w_Lubelski
LKR;Kraśnik;Lublin;http://en.wikipedia.org/wiki/Kra%C5%9Bnik
LKS;Krasnystaw;Lublin;http://en.wikipedia.org/wiki/Krasnystaw
LLB;Lubartów;Lublin;http://en.wikipedia.org/wiki/Lubart%C3%B3w
LLE;Łęczna;Lublin;http://en.wikipedia.org/wiki/%C5%81%C4%99czna
LLU;Łuków;Lublin;http://en.wikipedia.org/wiki/%C5%81uk%C3%B3w
LOP;Opole Lubelskie;Lublin;http://en.wikipedia.org/wiki/Opole_Lubelskie
LPA;Parczew;Lublin;http://en.wikipedia.org/wiki/Parczew
LPU;Puławy;Lublin;http://en.wikipedia.org/wiki/Pu%C5%82awy
LRA;Radzyń Podlaski;Lublin;http://en.wikipedia.org/wiki/Radzy%C5%84_Podlaski
LRY;Ryki;Lublin;http://en.wikipedia.org/wiki/Ryki
LSW;Świdnik;Lublin;http://en.wikipedia.org/wiki/%C5%9Awidnik
LTM;Tomaszów Lubelski;Lublin;http://en.wikipedia.org/wiki/Tomasz%C3%B3w_Lubelski
LU;Lublin (town);Lublin;http://en.wikipedia.org/wiki/Lublin
LUB;Lublin (district);Lublin;http://en.wikipedia.org/wiki/Lublin
LWL;Włodawa;Lublin;http://en.wikipedia.org/wiki/W%C5%82odawa
LZ;Zamość (town);Lublin;http://en.wikipedia.org/wiki/Zamo%C5%9B%C4%87
LZA;Zamość (district);Lublin;http://en.wikipedia.org/wiki/Zamo%C5%9B%C4%87
FG;Gorzów Wielkopolski (town);Lubusz Voivodeship;http://en.wikipedia.org/wiki/Gorz%C3%B3w_Wielkopolski
FGW;Gorzów Wielkopolski (district);Lubusz Voivodeship;http://en.wikipedia.org/wiki/Gorz%C3%B3w_Wielkopolski
FKR;Krosno Odrzańskie;Lubusz Voivodeship;http://en.wikipedia.org/wiki/Krosno_Odrza%C5%84skie
FMI;Międzyrzecz;Lubusz Voivodeship;http://en.wikipedia.org/wiki/Mi%C4%99dzyrzecz
FNW;Nowa Sól;Lubusz Voivodeship;http://en.wikipedia.org/wiki/Nowa_S%C3%B3l
FSD;Strzelce Krajeńskie;Lubusz Voivodeship;http://en.wikipedia.org/wiki/Strzelce_Kraje%C5%84skie
FSD;Drezdenko;Lubusz Voivodeship;http://en.wikipedia.org/wiki/Drezdenko
FSL;Słubice;Lubusz Voivodeship;http://en.wikipedia.org/wiki/S%C5%82ubice
FSU;Sulęcin;Lubusz Voivodeship;http://en.wikipedia.org/wiki/Sul%C4%99cin
FSW;Świebodzin;Lubusz Voivodeship;http://en.wikipedia.org/wiki/%C5%9Awiebodzin
FWS;Wschowa;Lubusz Voivodeship;http://en.wikipedia.org/wiki/Wschowa
FZ;Zielona Góra (town);Lubusz Voivodeship;http://en.wikipedia.org/wiki/Zielona_G%C3%B3ra
FZA;Żary;Lubusz Voivodeship;http://en.wikipedia.org/wiki/%C5%BBary
FZG;Żagań;Lubusz Voivodeship;http://en.wikipedia.org/wiki/%C5%BBaga%C5%84
FZI;Zielona Góra (district);Lubusz Voivodeship;http://en.wikipedia.org/wiki/Zielona_G%C3%B3ra
KBC;Bochnia;Lesser Poland;http://en.wikipedia.org/wiki/Bochnia
KBR;Brzesko;Lesser Poland;http://en.wikipedia.org/wiki/Brzesko
KCH;Chrzanów;Lesser Poland;http://en.wikipedia.org/wiki/Chrzan%C3%B3w
KDA;Dąbrowa Tarnowska;Lesser Poland;http://en.wikipedia.org/wiki/D%C4%85browa_Tarnowska
KGR;Gorlice;Lesser Poland;http://en.wikipedia.org/wiki/Gorlice
KLI;Limanowa;Lesser Poland;http://en.wikipedia.org/wiki/Limanowa
KMI;Miechów;Lesser Poland;http://en.wikipedia.org/wiki/Miech%C3%B3w
KMY;Myślenice;Lesser Poland;http://en.wikipedia.org/wiki/My%C5%9Blenice
KN;Nowy Sącz (town);Lesser Poland;http://en.wikipedia.org/wiki/Nowy_S%C4%85cz
KNS;Nowy Sącz (district);Lesser Poland;http://en.wikipedia.org/wiki/Nowy_S%C4%85cz
KNT;Nowy Targ;Lesser Poland;http://en.wikipedia.org/wiki/Nowy_Targ
KOL;Olkusz;Lesser Poland;http://en.wikipedia.org/wiki/Olkusz
KOS;Oświęcim;Lesser Poland;http://en.wikipedia.org/wiki/O%C5%9Bwi%C4%99cim
KPR;Proszowice;Lesser Poland;http://en.wikipedia.org/wiki/Proszowice
KR;Kraków (town);Lesser Poland;http://en.wikipedia.org/wiki/Krak%C3%B3w
KRA;Kraków (district);Lesser Poland;http://en.wikipedia.org/wiki/Krak%C3%B3w
KSU;Sucha Beskidzka;Lesser Poland;http://en.wikipedia.org/wiki/Sucha_Beskidzka
KT;Tarnów (town);Lesser Poland;http://en.wikipedia.org/wiki/Tarn%C3%B3w
KTA;Tarnów (district);Lesser Poland;http://en.wikipedia.org/wiki/Tarn%C3%B3w
KTT;Tatrzański (Zakopane);Lesser Poland;http://en.wikipedia.org/wiki/Zakopane
KWA;Wadowice;Lesser Poland;http://en.wikipedia.org/wiki/Wadowice
KWI;Wieliczka;Lesser Poland;http://en.wikipedia.org/wiki/Wieliczka
WA;Warszawa (Białołęka);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Bia%C5%82o%C5%82%C4%99ka
WB;Warszawa (Bemowo);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Bemowo
WBR;Białobrzegi;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Bia%C5%82obrzegi
WCI;Ciechanów;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Ciechan%C3%B3w
WD;Warszawa (Bielany);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Bielany
WE;Warszawa (Mokotów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Mokot%C3%B3w
WF;Warszawa (Praga Południe);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Praga_Po%C5%82udnie
WG;Garwolin;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Garwolin
WGM;Grodzisk Mazowiecki;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Grodzisk_Mazowiecki
WGR;Grójec;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Gr%C3%B3jec
WGS;Gostynin;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Gostynin
WH;Warszawa (Praga Północ);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Praga_P%C3%B3%C5%82noc
WI;Warszawa (Śródmieście);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Warszawa-%C5%9Ar%C3%B3dmie%C5%9Bcie
WJ;Warszawa (Targówek);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Targ%C3%B3wek
WK;Warszawa (Ursus);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Warszawa-Ursus
WKZ;Kozienice;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Kozienice
WL;Legionowo;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Legionowo
WLI;Lipsko;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Lipsko
WLS;Łosice;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/%C5%81osice
WM;Mińsk Mazowiecki;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Mi%C5%84sk_Mazowiecki
WMA;Maków Mazowiecki;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Mak%C3%B3w_Mazowiecki
WML;Mława;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/M%C5%82awa
WN;Warszawa (Ursynów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Ursyn%C3%B3w
WND;Nowy Dwór Mazowiecki;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Nowy_Dw%C3%B3r_Mazowiecki
WO;Ostrołęka (town);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Ostro%C5%82%C4%99ka
WOR;Ostrów Mazowiecka;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Ostr%C3%B3w_Mazowiecka
WOS;Ostrołęka (district);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Ostro%C5%82%C4%99ka
WOT;Otwock;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Otwock
WP;Płock (town);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/P%C5%82ock
WPI;Piaseczno;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Piaseczno
WPL;Płock (district);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/P%C5%82ock
WPN;Płońsk;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/P%C5%82o%C5%84sk
WPR;Pruszków;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Pruszk%C3%B3w
WPU;Pułtusk;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Pu%C5%82tusk
WPY;Przysucha;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Przysucha
WPZ;Przasnysz;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Przasnysz
WR;Radom (town);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Radom
WRA;Radom (district);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Radom
WS;Siedlce (town);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Siedlce
WSC;Sochaczew;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Sochaczew
WSE;Sierpc;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Sierpc
WSI;Siedlce (district);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Siedlce
WSK;Sokołów Podlaski;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Soko%C5%82%C3%B3w_Podlaski
WSZ;Szydłowiec;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Szyd%C5%82owiec
WT;Warszawa (Wawer);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wawer
WU;Warszawa (Ochota);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Ochota
WV;Wołomin;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wo%C5%82omin
WWK;Warszawa(Włochy);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/W%C5%82ochy
WWL;Warszawa(Włochy);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/W%C5%82ochy
WWM;Warszawa(Włochy);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/W%C5%82ochy
WWN;Warszawa(Włochy);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/W%C5%82ochy
WWV;Warszawa(Włochy);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/W%C5%82ochy
WWR;Warszawa(Włochy);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/W%C5%82ochy
WWS;Warszawa(Włochy);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/W%C5%82ochy
WWF;Warszawa(Wilanów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wilan%C3%B3w
WWG;Warszawa(Wilanów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wilan%C3%B3w
WWH;Warszawa(Wilanów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wilan%C3%B3w
WWJ;Warszawa(Wilanów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wilan%C3%B3w
WWW;Warszawa(Wilanów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wilan%C3%B3w
WWA;Warszawa(Rembertów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Rembert%C3%B3w
WWC;Warszawa(Rembertów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Rembert%C3%B3w
WWE;Warszawa(Rembertów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Rembert%C3%B3w
WWX;Warszawa(Rembertów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Rembert%C3%B3w
WWY;Warszawa(Rembertów);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Rembert%C3%B3w
WWE;Węgrów;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/W%C4%99gr%C3%B3w
WWL;Wołomin;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wo%C5%82omin
WWY;Wyszków;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wyszk%C3%B3w
WX;Warszawa (Żoliborz);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/%C5%BBoliborz
WXY ;Warszawa (Wesoła);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Weso%C5%82a
WY;Warszawa (Wola);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Wola
WZ;Warszawski Zachodni (Ożarów Mazowiecki);Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/O%C5%BCar%C3%B3w_Mazowiecki
WZU;Żuromin;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/%C5%BBuromin
WZW;Zwoleń;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/Zwole%C5%84
WZY;Żyrardów;Masovia (incl. Warsaw);http://en.wikipedia.org/wiki/%C5%BByrard%C3%B3w
OB;Brzeg;Opole Silesia;http://en.wikipedia.org/wiki/Brzeg
OGL;Głubczyce;Opole Silesia;http://en.wikipedia.org/wiki/G%C5%82ubczyce
OK;Kędzierzyn-Koźle;Opole Silesia;http://en.wikipedia.org/wiki/K%C4%99dzierzyn-Ko%C5%BAle
OKL;Kluczbork;Opole Silesia;http://en.wikipedia.org/wiki/Kluczbork
OKR;Krapkowice;Opole Silesia;http://en.wikipedia.org/wiki/Krapkowice
ONA;Namysłów;Opole Silesia;http://en.wikipedia.org/wiki/Namys%C5%82%C3%B3w
ONY;Nysa;Opole Silesia;http://en.wikipedia.org/wiki/Nysa,_Poland
OOL;Olesno;Opole Silesia;http://en.wikipedia.org/wiki/Olesno
OP;Opole (town);Opole Silesia;http://en.wikipedia.org/wiki/Opole
OPO;Opole (district);Opole Silesia;http://en.wikipedia.org/wiki/Opole
OPR;Prudnik;Opole Silesia;http://en.wikipedia.org/wiki/Prudnik
OST;Strzelce Opolskie;Opole Silesia;http://en.wikipedia.org/wiki/Strzelce_Opolskie
RBI;Bieszczadzki (Ustrzyki Dolne);Subcarpathia;http://en.wikipedia.org/wiki/Bieszczady_County
RBR;Brzozów;Subcarpathia;http://en.wikipedia.org/wiki/Brzoz%C3%B3w
RDE;Dębica;Subcarpathia;http://en.wikipedia.org/wiki/D%C4%99bica
RJA;Jarosław;Subcarpathia;http://en.wikipedia.org/wiki/Jaros%C5%82aw
RJS;Jasło;Subcarpathia;http://en.wikipedia.org/wiki/Jas%C5%82o
RK;Krosno (town);Subcarpathia;http://en.wikipedia.org/wiki/Krosno
RKL;Kolbuszowa;Subcarpathia;http://en.wikipedia.org/wiki/Kolbuszowa
RKR;Krosno (district);Subcarpathia;http://en.wikipedia.org/wiki/Krosno
RLA;Łańcut;Subcarpathia;http://en.wikipedia.org/wiki/%C5%81a%C5%84cut
RLE;Leżajsk;Subcarpathia;http://en.wikipedia.org/wiki/Le%C5%BCajsk
RLS;Lesko;Subcarpathia;http://en.wikipedia.org/wiki/Lesko
RLU;Lubaczów;Subcarpathia;http://en.wikipedia.org/wiki/Lubacz%C3%B3w
RMI;Mielec;Subcarpathia;http://en.wikipedia.org/wiki/Mielec
RNI;Nisko;Subcarpathia;http://en.wikipedia.org/wiki/Nisko
RP;Przemyśl (town);Subcarpathia;http://en.wikipedia.org/wiki/Przemy%C5%9Bl
RPR;Przemyśl (district);Subcarpathia;http://en.wikipedia.org/wiki/Przemy%C5%9Bl
RPZ;Przeworsk;Subcarpathia;http://en.wikipedia.org/wiki/Przeworsk
RRS;Sędziszów;Subcarpathia;http://en.wikipedia.org/wiki/S%C4%99dzisz%C3%B3w_Ma%C5%82opolski
RRS;Ropczyce;Subcarpathia;http://en.wikipedia.org/wiki/Ropczyce
RSA;Sanok;Subcarpathia;http://en.wikipedia.org/wiki/Sanok
RSR;Strzyżów;Subcarpathia;http://en.wikipedia.org/wiki/Strzy%C5%BC%C3%B3w
RST;Stalowa Wola;Subcarpathia;http://en.wikipedia.org/wiki/Stalowa_Wola
RT;Tarnobrzeg (town);Subcarpathia;http://en.wikipedia.org/wiki/Tarnobrzeg
RTA;Tarnobrzeg (district);Subcarpathia;http://en.wikipedia.org/wiki/Tarnobrzeg
RZ;Rzeszów (city);Subcarpathia;http://en.wikipedia.org/wiki/Rzesz%C3%B3w
RZE;Rzeszów (district);Subcarpathia;http://en.wikipedia.org/wiki/Rzesz%C3%B3w
BAU;Augustów;Podlaskie;http://en.wikipedia.org/wiki/August%C3%B3w
BBI;Bielsk Podlaski;Podlaskie;http://en.wikipedia.org/wiki/Bielsk_Podlaski
BGR;Grajewo;Podlaskie;http://en.wikipedia.org/wiki/Grajewo
BHA;Hajnówka;Podlaskie;http://en.wikipedia.org/wiki/Hajn%C3%B3wka
BI;Białystok (town);Podlaskie;http://en.wikipedia.org/wiki/Bia%C5%82ystok
BIA;Białystok (district);Podlaskie;http://en.wikipedia.org/wiki/Bia%C5%82ystok
BKL;Kolno;Podlaskie;http://en.wikipedia.org/wiki/Kolno
BL;Łomża (town);Podlaskie;http://en.wikipedia.org/wiki/%C5%81om%C5%BCa
BLM;Łomża (district);Podlaskie;http://en.wikipedia.org/wiki/%C5%81om%C5%BCa
BMN;Monki;Podlaskie;http://en.wikipedia.org/wiki/Monki
BS;Suwałki (town);Podlaskie;http://en.wikipedia.org/wiki/Suwa%C5%82ki
BSE;Sejny;Podlaskie;http://en.wikipedia.org/wiki/Sejny
BSI;Siemiatycze;Podlaskie;http://en.wikipedia.org/wiki/Siemiatycze
BSK;Sokółka;Podlaskie;http://en.wikipedia.org/wiki/Sok%C3%B3%C5%82ka
BSU;Suwałki (district);Podlaskie;http://en.wikipedia.org/wiki/Suwa%C5%82ki
BWM;Wysokie Mazowieckie;Podlaskie;http://en.wikipedia.org/wiki/Wysokie_Mazowieckie
BZA;Zambrów;Podlaskie;http://en.wikipedia.org/wiki/Zambr%C3%B3w
GA;Gdynia;Pomerania;http://en.wikipedia.org/wiki/Gdynia
GBY;Bytów;Pomerania;http://en.wikipedia.org/wiki/Byt%C3%B3w
GCH;Chojnice;Pomerania;http://en.wikipedia.org/wiki/Chojnice
GCZ;Człuchów;Pomerania;http://en.wikipedia.org/wiki/Cz%C5%82uch%C3%B3w
GD;Gdańsk (town);Pomerania;http://en.wikipedia.org/wiki/Gda%C5%84sk
GDA;Gdańsk (Pruszcz Gdański);Pomerania;http://en.wikipedia.org/wiki/Pruszcz_Gda%C5%84ski
GKA;Kartuzy;Pomerania;http://en.wikipedia.org/wiki/Kartuzy
GKS;Kościerzyna;Pomerania;http://en.wikipedia.org/wiki/Ko%C5%9Bcierzyna
GKW;Kwidzyń;Pomerania;http://en.wikipedia.org/wiki/Kwidzy%C5%84
GLE;Lębork;Pomerania;http://en.wikipedia.org/wiki/L%C4%99bork
GMB;Malbork;Pomerania;http://en.wikipedia.org/wiki/Malbork
GND;Nowy Dwór Gdański;Pomerania;http://en.wikipedia.org/wiki/Nowy_Dw%C3%B3r_Gda%C5%84ski
GPU;Puck;Pomerania;http://en.wikipedia.org/wiki/Puck,_Poland
GS;Słupsk (town);Pomerania;http://en.wikipedia.org/wiki/S%C5%82upsk
GSL;Słupsk (district);Pomerania;http://en.wikipedia.org/wiki/S%C5%82upsk
GSP;Sopot;Pomerania;http://en.wikipedia.org/wiki/Sopot
GST;Starogard Gdański;Pomerania;http://en.wikipedia.org/wiki/Starogard_Gda%C5%84ski
GSZ;Sztum;Pomerania;http://en.wikipedia.org/wiki/Sztum
GTC;Tczew;Pomerania;http://en.wikipedia.org/wiki/Tczew
